Title,Language,Release_Date,Genres,Runtime,Director,Lead_Actors,IMDb_Rating,BMS_Rating,Avg_Rating
Pattam,Malayalam,30/08/24,"Suspense, Thriller",116,Rejeesh V. Raja,"Chittu Abraham, Sree Darsh",6.2,6,6.1
Ullozhukku,Malayalam,,"Drama, Mystery",123,Christo Tomy,"Urvashi, Parvathy Thiruvothu, Arjun Radhakrishnan",5.9,6.4,6.15
Iyer in Arabia,Malayalam,02/02/24,"Comedy, Family, Drama",,M.‚A. Nishad,"Mukesh, Urvashi, Dhyan Sreenivasan, Shine Tom Chacko",3.8,4.1,3.95
Njan Kandhatha Sare,Malayalam,22/11/24,"Comedy, Thriller",119,Varun G. Panicker,"Indrajith Sukumaran, Mareena Michael, Anoop Menon",9.4,10,9.7
Swargathile Katturumbu,Malayalam,21/06/24,Drama,139,Jespal Shanmugham,"Jose, Dhyan Sreenivasan, Gayathri Ashok, etc.",4.2,4.2,4.2
Oshana,Malayalam,01/11/24,"Romance, Drama",149,N.‚V. Manoj,"Dhyan Sreenivasan, Althaf Salim",5.7,5.8,5.75
Idiyan Chandhu,Malayalam,26/07/24,"Drama, Action, Thriller",121,Sreejith Vijayan,Vishnu Unnikrishnan,4.7,4.2,4.45
Super Zindagi,Malayalam,09/08/24,"Comedy, Drama",131,Vintesh Chembra,"Dhyan Sreenivasan, Mukesh, Parvathi Nair, Suresh Krishna",5.2,5.3,5.25
Hello Mummy,Malayalam,19/04/24,"Horror, Comedy",136,Vaishakh Elans,"Asif Ali, Aju Varghese",5.5,5.2,5.35
Thundu,Malayalam,16/02/24,"Drama, Comedy",125,Riyas Shereef,"Biju Menon, Shine Tom Chacko",5,4.6,4.8
Kondal,Malayalam,24/05/24,"Action, Drama",147,Jijo Antony,"Shane Nigam, Sunny Wayne",5.3,5.1,5.2
Barroz,Malayalam,28/03/24,"Fantasy, Adventure",155,Mohanlal,"Mohanlal, Maya",3.4,3,3.2
DNA,Malayalam,12/04/24,"Thriller, Crime",156,T.S. Suresh Babu,"Ashkar Saudan, Gauri Kishan",5.1,4.6,4.85
Jerry,Malayalam,08/03/24,"Comedy, Drama",116,Aneesh Upasana,"Johny Antony, Anarkali Marikar",6.9,6.6,6.75
ED: Extra Decent,Malayalam,22/03/24,"Drama, Thriller",122,Bilahari,"Suraj Venjaramoodu, Grace Antony",6.1,6.4,6.25
Mandakini,Malayalam,12/01/24,"Drama, Family",127,Vinod Leela,"Althaf Salim, Anarkali Nazar",5.9,5.3,5.6
Anchakkallakokkan,Malayalam,23/02/24,"Comedy, Action",126,Ullas Chemban,"Ramesh Pisharody, Sudheesh",6.6,6.7,6.65
Gumasthan,Malayalam,15/03/24,"Crime, Thriller",145,Arunlal Ramachandran,"Indrans, Srikant Murali",5.9,5.8,5.85
Lucky Baskhar,Telugu,31/10/24,"Crime, Drama, Thriller",148,Venky Atluri,"Dulquer Salmaan, Meenakshi Chaudhary",8,8.5,8.25
Kalki 2898-AD,Telugu,27/06/24,"Action, Sci-Fi, Fantasy",180,Nag Ashwin,"Prabhas, Deepika Padukone, Amitabh Bachchan, Kamal Haasan",7,7.1,7.05
Pushpa: The Rule ‚Äì Part 2,Telugu,15/08/24,"Action, Crime, Thriller",201,Sukumar,"Allu Arjun, Rashmika Mandanna, Fahadh Faasil",6.1,6.6,6.35
Devara: Part 1,Telugu,10/10/24,"Action, Thriller",176,Koratala Siva,"Jr. NTR, Janhvi Kapoor, Saif Ali Khan",6,6.2,6.1
Manamey,Telugu,07/06/24,"Drama, Comedy, Romance",155,Sriram Adittya,"Sharwanand, Krithi Shetty",5.3,5,5.15
The Family Star,Telugu,05/04/24,"Family, Drama",159,Parasuram,"Vijay Deverakonda, Mrunal Thakur",5.4,5.4,5.4
Guntur Kaaram,Telugu,12/01/24,"Action, Family Drama",159,Trivikram Srinivas,"Mahesh Babu, Sreeleela, Meenakshi Chaudhary",5.4,4.9,5.15
Saripodhaa Sanivaaram,Telugu,29/08/24,"Action, Thriller",166,Vivek Athreya,"Nani, Priyanka Mohan, SJ Suryah",7,6.4,6.7
Hanu Man,Telugu,12/01/24,"Action, Fantasy, Superhero",158,Prasanth Varma,"Teja Sajja, Amritha Aiyer, Varalaxmi Sarathkumar",7.7,7.6,7.65
Fear,Telugu,14/12/24,"Horror, Psychological",115,Srinivas Reddy,"Anasuya Bharadwaj, Arvind Krishna",8.1,8,8.05
Lopaliki Ra Chepta,Telugu,,"Romance, Drama",112,Ramesh Varma,"Viraj Ashwin, Bhavana Vazhapandal",8.1,7.6,7.85
Siddharth Roy,Telugu,23/02/24,"Drama, Romance, Thriller",148,V Yeshasvi,"Deepak Saroj, Tanvi Negi",6.3,6.5,6.4
Kalinga,Telugu,,"Horror, Thriller",116,Pavan Basamsetti,"Nandamuri Taraka Ratna, Harika N",6.6,6.5,6.55
Drinker Sai,Telugu,27/12/24,"Drama, Comedy, Romance",148,Arun Kumar,"Sai Kumar, Roshini Sahota",8.8,9.4,9.1
Average Student Nani,Telugu,02/08/24,"Drama, Youth, Comedy",138,Praneeth,"Rahul Vijay, Richa Joshi",7.5,7.2,7.35
35-Chinna Katha Kaadu,Telugu,06/09/24,"Family, Emotional Drama",145,Suresh Bobbili,"Anasuya Bharadwaj, Master Roshan",7.9,8.1,8
Razakar: The Silent Genocide of Hyderabad,Telugu,01/03/24,"History, Political Drama",166,Yata Satyanarayana,"Bobby Simha, Anasuya Bharadwaj, Makrand Deshpande",7.3,7.4,7.35
KA,Telugu,,"Thriller, Horror",151,Prasanth Reddy,"Vamsi Krishna, Sharan Kumar",7,7.2,7.1
Committee Kurrollu,Telugu,09/08/24,Drama,156,Yadhu Vamsi,"Sandeep Saroj, Pendyala, Tejaswi Rao",8.1,7.8,7.95
Bhaje Vaayu Vegam,Telugu,31/05/24,"Action, Thriller",136,Prashanth Reddy,"Kartikeya Gummakonda, Iswarya Menon, Rahul Haridas",6.1,6.7,6.4
Bachhala Malli,Telugu,20/12/24,"Action, Drama",140,Subbu Mangadevvi,"Allari Naresh, Amritha Aiyer, Rao Ramesh",8.2,7.9,8.05
Double iSmart,Telugu,15/08/24,"Action, Sci‚ÄëFi, Thriller",156,Puri Jagannadh,"Ram Pothineni, Sanjay‚Dutt",2.9,3.1,3
Tantra,Telugu,15/03/24,"Horror, Supernatural, Thriller",136,Srinivas Gopisetti,"Ananya Nagalla, Dhanush Raghumudri",4.9,5.3,5.1
Tillu Square,Telugu,29/03/24,"Comedy, Romance, Drama",137,Mallik Ram,"Sidhu Jonnalagadda, Neha Shetty, Priyanka Jawalkar",6.6,6.8,6.7
Eagle,Telugu,09/02/24,"Action, Drama, Thriller",159,Sriram Venu,Ravi‚Teja,5.9,6.3,6.1
Janaka Aithe Ganaka,Telugu,12/10/24,"Comedy, Drama",138,Sandeep Reddy Bandla,"Suhas, Sangeerthana Vipin, Vennela Kishore, Rajendra Prasad",7.6,7.7,7.65
Love Me,Telugu,25/05/24,"Horror, Fantasy, Romance",128,Arun Bhimavarapu,"Ashish Velamkucha, Vaishnavi Chaitanya",4.3,3.9,4.1
Swag,Telugu,04/10/24,"Comedy, Thriller",150,Hasith Goli,"Sree Vishnu, Ritu Varma, Meera Jasmine",7.5,8,7.75
Ambajipeta Marriage Band,Telugu,02/02/24,"Comedy, Drama",144,,"Suhas, Shivani Nagaram, Goparaju Ramana",6.6,6.1,6.35
Gaami,Telugu,08/03/24,"Adventure, Fantasy, Thriller",147,,"Vishwak Sen, Chandini Chowdary",6.3,6.4,6.35
Srikakulam Sherlockholmes,Telugu,25/12/24,"Comedy, Mystery",125,Vennapusa Ramana Reddy,"Siya Gowtham, Vennela Kishore, Ananya Nagalla",7.9,8.4,8.15
Kaliyugam Pattanamlo,Telugu,29/03/24,"Mystery, Thriller",150,Ramakhanth Reddy,"Vishva Karthikeya, Aayushi Patel",6.6,7,6.8
Roti Kapda Romance,Telugu,28/11/24,"Comedy, Drama, Romance",153,Harsha Narra,"Sandeep Saroj, Supraj Ranga, Tarun Ponugoti",5.9,5.7,5.8
Ramnagar Bunny,Telugu,,"Comedy, Drama, Romance",148,Prabhakar Podakandla,Chandrahas,6.8,6.8,6.8
Viswam,Telugu,11/10/24,"Action, Comedy, Drama",155,Sreenu Vaitla,"Tottempudi Gopichand, Kavya Thapar",4.2,4.7,4.45
Saindhav,Telugu,13/01/24,"Action, Drama",138,Sailesh Kolanu,"Venkatesh, Nawazuddin Siddiqui",5,4.9,4.95
Ooru Peru Bhairavakona,Telugu,16/02/24,"Adventure, Fantasy, Thriller",133,Vi Anand,"Sundeep Kishan, Varsha Bollamma",5.7,5.1,5.4
Bhimaa,Telugu,08/03/24,"Action, Drama",141,,"Gopichand, Priya Bhavani Shankar",5.1,5.3,5.2
Rewind,Telugu,18/10/24,"Romance, Sci‚ÄëFi, Thriller",135,Sai Rajesh,"Sai Ronak, Amrutha Chowdary",7.5,8,7.75
Darling,Telugu,19/07/24,"Romantic Comedy, Drama",159,Aswin Raam,"Priyadarshi Pulikonda, Nabha Natesh",5.2,4.8,5
Maruthi Nagar Subramanyam,Telugu,23/08/24,Comedy Drama,147,Lakshman Karya,"Rao Ramesh, Ankith Koyya, Indraja",7.7,7.9,7.8
Operation Raavan,Telugu,26/07/24,"Crime, Mystery, Thriller",147,Venkata Satya,"Rakshit Atluri, Sangeerthana Vipin",7.7,8,7.85
Yagna,Telugu,23/08/24,"Horror, Thriller",131,Chittajallu Prasad,,6.3,6.1,6.2
Gangs of Godavari,Telugu,31/05/24,"Action, Crime, Drama",165,Chaitanya Krishna,Vishwak Sen,4.9,4.4,4.65
Bhale Unnade,Telugu,13/09/24,Romantic Drama,137,,,9,9.3,9.15
Nee Dhaarey Nee Katha,Telugu,14/06/24,"Comedy, Drama",123,,"Anjana Balaji, Priyatham Maanthini",8.7,8.6,8.65
Dhoom Dhaam,Telugu,08/11/24,"Comedy, Family, Drama",142,Macha Saikishor,"Chetan Maddineni, Hebah Patel, Vennela Kishore",6.6,6.1,6.35
Geethanjali Malli Vachindi,Telugu,11/04/24,"Comedy, Horror",144,Shiva Turlapati,"Anjali, Sunil, Srinivasa Reddy",4.8,5.4,5.1
Tenant,Telugu,19/04/24,"Mystery, Thriller",96,Y. Yugandhar,"Satyam Rajesh, Megha Chowdhury",4.4,3.9,4.15
Love Li,Kannada,23/02/24,"Action, Romance",168,Chethan Keshav,"Vasishta N. Simha, Stefy Patel",6.4,6.1,6.25
Bagheera,Kannada,08/03/24,"Action, Thriller",158,Dr. Suri,"Sriimurali, Rukmini Vasanth",6.7,6.2,6.45
Blink,Kannada,09/02/24,"Sci-Fi, Thriller",136,Srinidhi Bengaluru,"Dheekshith Shetty, Chaithra J",6.9,7.5,7.2
Karki,Kannada,17/05/24,"Drama, Social",153,Praveen V.K,"Jai Prakash, Aryan",8.6,8,8.3
UI,Kannada,,"Fantasy, Mystery",135,Upendra,"Upendra, Reeshma Nanaiah",6.8,6.3,6.55
Bhairathi Ranagal,Kannada,15/03/24,"Action, Biography",150,Narthan,Shiva Rajkumar,6.9,7,6.95
Case of Kondana,Kannada,05/04/24,"Crime, Thriller",143,Deviprasad Shetty,"Vijay Raghavendra, Bhavana",5.8,5.3,5.55
Max,Kannada,22/03/24,"Action, Drama",132,Vamsidhar Bhogaraju,Mahakshay Chakraborty,7.1,7.4,7.25
Martin,Kannada,31/05/24,"Action, War",147,A.P. Arjun,Dhruva Sarja,2.2,2.5,2.35
Ibbani Tabbida Ileyali,Kannada,16/02/24,"Romance, Drama",160,Anil Kumar,"Ankita Amar, Vihan Gowda",7.4,7.7,7.55
Megha,Kannada,29/11/24,"Romance, Drama",150,Charan H. R.,"Kiran Raj, Kaajal Kunder, Rajesh Nataranga",6.1,6.2,6.15
Shakhahaari,Kannada,01/01/24,"Crime, Drama",145,Sandeep Sunkad,"Rangayana Raghu, Gopalkrishna Deshpande",7.5,7.3,7.4
Hagga,Kannada,01/01/24,"Mystery, Supernatural",131,Avinash N.,"Anu Prabhakar, Harshika Poonacha, Avinash",8.7,8.4,8.55
Kerebete,Kannada,15/03/24,Drama,151,Rajguru B.,"Gowrishankar SRG, Gopin Deshpande, Gowri Shankar",6.5,6,6.25
Naale Rajaa Koli Majaa,Kannada,09/05/24,"Adventure, Comedy",91,Abhilash Shetty,"Samrudhi Kundapura, Prabhakar Kunder",8.2,8.2,8.2
Bheema,Kannada,09/08/24,"Action, Crime, Drama",148,Vijay Kumar (Duniya Vijay),Duniya Vijay,5.7,5.9,5.8
KTM,Kannada,16/02/24,"Romance, Drama",149,Aruna,"Sanjana Doss, Kaajal Kunder, Dheekshith Shetty",6.5,6.9,6.7
Krishnam Pranaya Sakhi,Kannada,15/08/24,"Romance, Comedy",159,Srinivas Raju,"Ganesh, Malavika Nair, Sharanya Shetty",7.4,7.9,7.65
4N6,Kannada,10/05/24,"Thriller, Mystery",117,Darshan Srinivas,"Rachana Inder, Naveen Kumar Mahadev",9.4,9.1,9.25
Happily Married,Kannada,01/01/24,"Drama, Mystery, Thriller",90,"Arunkumar‚M, Sabu‚Aloysius","Pruthvi Ambaar, Manvita Kamath",4.7,4.2,4.45
Ugravatara,Kannada,01/11/24,"Crime, Drama",122,Guru Murthy,"Priyanka Upendra, Suman",8.5,8.4,8.45
Aaram Aravinda Swamy,Kannada,22/11/24,Romantic Comedy,132,Abhishek Shetty,"Anissh, Milana Nagaraj",9.3,9.2,9.25
Naalkane Aayama,Kannada,19/04/24,"Thriller, Supernatural",108,Gowtham R.,"Aryan, Rachana Inder",7.2,6.9,7.05
Yuva,Kannada,29/03/24,"Action, Drama",153,Santhosh Ananddram,"Dhananjaya, Sapthami Gowda",5.7,5.2,5.45
Uttarakaanda,Kannada,,"Action, Crime, Thriller",,Rohith Padaki,"Dhananjaya, Aishwarya Rajesh",6,6.1,6.05
O2,Kannada,19/04/24,Medical Thriller,105,"Raghav Nayak, Prashanth Raj","Ashika Ranganath, Praveen Tej",6.6,6.6,6.6
Murphy,Kannada,18/10/24,"Drama, Sci‚ÄëFi",136,B. S. P. Varma,"Prabhu Mundkur, Roshini Prakash",7,6.7,6.85
Marigold,Kannada,05/04/24,"Comedy, Thriller",127,Raghavendra M. Naik,"Diganth, Sangeetha Sringeri",8.5,8.4,8.45
Back Benchers,Kannada,19/07/24,"Comedy, Drama",125,R. K. Manohar,"Dhanveerrah, Ananya",9.2,9.1,9.15
Jog 101,Kannada,,"Mystery, Drama",107,Abhaya Simha,"Vikram Ravichandran, Meghana Gaonkar",6.6,6.2,6.4
Ronny ‚Äì The Ruler,Kannada,12/09/24,"Crime, Drama",148,Gurutej Shetty,"Kiran Raj, Ravi Shankar P., Yash Shetty",9.1,9.2,9.15
Bachelor Party,Kannada,26/01/24,"Comedy, Adventure",145,Abhijit Mahesh,"Diganth, Yogesh, Achyuth Kumar",5.2,4.7,4.95
Dhruvathaare,Kannada,20/09/24,Romantic Drama,165,Pratheek,"Pratheek, Moulya Shree, Karthik Mahesh",8,8.4,8.2
Naa Ninna Bidalaare,Kannada,29/11/24,"Horror, Thriller",142,Naveen G S.,"Ambali Bhaarti, Panchi S, K S Sridhar",7.1,6.5,6.8
Juni,Kannada,09/02/24,Romantic Drama,138,Vaibhav Mahadev,"Pruthvi Ambaar, Rishika Naik",7.3,7,7.15
Tenant,Kannada,22/11/24,"Crime, Mystery, Thriller",99,,"Dharma Keerthiraj, Tilak Shekhar, Sonu Gowda",3.6,3.6,3.6
Kaalapatthar,Kannada,13/09/24,"Drama, Thriller",113,Vikky Varun,"Vikky Varun, Dhanya Ramkumar",6.2,5.8,6
Somu Sound Engineer,Kannada,15/03/24,Drama,132,Abhi,"Shreshta Basavaraj, Nivishka Patil, Yash Shetty",8.8,8.3,8.55
Kappu Bilupina Naduve,Kannada,23/02/24,"Horror, Thriller",136,Vasanth Vishnu,,8.3,8.5,8.4
Bachelor Party,Kannada,26/01/24,"Comedy, Adventure",145,Abhijit Mahesh,"Diganth, Yogesh, Achyuth Kumar",5.2,5.3,5.25
Dhruvathaare,Kannada,20/09/24,Romantic Drama,165,Pratheek,"Pratheek, Moulya Shree, Karthik Mahesh",8,7.9,7.95
Naa Ninna Bidalaare,Kannada,29/11/24,"Horror, Thriller",142,Naveen G S.,"Ambali Bhaarti, Panchi S, K S Sridhar",7.1,6.6,6.85
Juni,Kannada,09/02/24,Romantic Drama,138,Vaibhav Mahadev,"Pruthvi Ambaar, Rishika Naik",7.3,7.3,7.3
Tenant,Kannada,22/11/24,Crime Thriller,99,,"Dharma Keerthiraj, Tilak Shekhar, Sonu Gowda",3.6,4.2,3.9
Pepe,Kannada,30/08/24,Social Drama,126,Shreelesh S. Nair,Vinay Rajkumar,5,4.5,4.75
Kaalapatthar,Kannada,13/09/24,"Drama, Thriller",113,Vikky Varun,"Vikky Varun, Dhanya Ramkumar",6.2,6.4,6.3
